sentence,label,object_type,object,difficulty,subject_type,subject,template_id,split
[VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,none,,train_none_000,train
A gyerek gyakran [VERB] az előadást.,definite,definite_article,az előadást,easy,noun,A gyerek,train_noun_014,train
Azt Gábor [VERB].,definite,demonstrative_pronoun,azt,tricky,noun,Gábor,train_noun_046,train
Otthon [VERB] ezt a feladatot.,definite,demonstrative,ezt a feladatot,easy,none,,train_none_004,train
Péter ma [VERB] egy filmet.,indefinite,indefinite_article,egy filmet,easy,noun,Péter,train_noun_031,train
Ma [VERB] magát.,definite,third_person_pronoun,magát,tricky,none,,train_none_001,train
Katalin ma [VERB] több almát.,indefinite,quantified_indefinite_np,több almát,medium,noun,Katalin,train_noun_037,train
Ma [VERB] Pétert.,definite,proper_noun,Pétert,easy,none,,train_none_001,train
Ma nem [VERB] semmifélét.,indefinite,negative_pronoun,semmifélét,tricky,none,,train_none_001,train
Akárkit te [VERB].,indefinite,indefinite_pronoun,akárkit,tricky,pronoun,Te,train_pronoun_005,train
Újságot tegnap [VERB].,indefinite,bare_noun,újságot,easy,none,,train_none_010,train
Pár kérdést ma a diákok [VERB].,indefinite,quantified_indefinite_np,pár kérdést,medium,noun,A diákok,train_noun_053,train
Akármit ma a szomszéd [VERB].,indefinite,indefinite_pronoun,akármit,tricky,noun,A szomszéd,train_noun_023,train
[VERB] azt.,definite,demonstrative_pronoun,azt,tricky,none,,train_none_000,train
Reggel [VERB] az almát.,definite,definite_article,az almát,easy,none,,train_none_005,train
Katalin gyakran [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,noun,Katalin,train_noun_038,train
Katalin az iskolában [VERB] egy újságot.,indefinite,indefinite_article,egy újságot,easy,noun,Katalin,train_noun_039,train
Tegnap [VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_002,train
Amazt tegnap [VERB].,definite,demonstrative_pronoun,amazt,tricky,none,,train_none_010,train
Kevés hibát mi [VERB].,indefinite,quantified_indefinite_np,kevés hibát,medium,pronoun,Mi,train_pronoun_008,train
Én ma [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,pronoun,Én,train_pronoun_001,train
Azt gyakran [VERB].,definite,demonstrative_pronoun,azt,tricky,none,,train_none_011,train
Este [VERB] újságot.,indefinite,bare_noun,újságot,easy,none,,train_none_006,train
A gyerek gyakran [VERB] Esztert.,definite,proper_noun,Esztert,easy,noun,A gyerek,train_noun_014,train
Gábor az iskolában [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,noun,Gábor,train_noun_045,train
Több almát mi [VERB].,indefinite,quantified_indefinite_np,több almát,medium,pronoun,Mi,train_pronoun_008,train
Mindenkit Anna [VERB].,indefinite,universal_pronoun,mindenkit,tricky,noun,Anna,train_noun_028,train
Este [VERB] előadást.,indefinite,bare_noun,előadást,easy,none,,train_none_006,train
Ma [VERB] egy filmet.,indefinite,indefinite_article,egy filmet,easy,none,,train_none_001,train
Mindegyiket a gyerek [VERB].,definite,definite_quantifier,mindegyiket,tricky,noun,A gyerek,train_noun_016,train
Tegnap [VERB] azt a levelet.,definite,demonstrative,azt a levelet,easy,none,,train_none_002,train
Tegnap [VERB] a többit.,definite,definite_quantifier,a többit,tricky,none,,train_none_002,train
Tegnap [VERB] újságot.,indefinite,bare_noun,újságot,easy,none,,train_none_002,train
Tegnap [VERB] Esztert.,definite,proper_noun,Esztert,easy,none,,train_none_002,train
Magukat ők [VERB].,definite,third_person_pronoun,magukat,tricky,pronoun,Ők,train_pronoun_011,train
Ők [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,pronoun,Ők,train_pronoun_009,train
Esztert tegnap [VERB].,definite,proper_noun,Esztert,easy,none,,train_none_010,train
Te ma [VERB] Esztert.,definite,proper_noun,Esztert,easy,pronoun,Te,train_pronoun_004,train
Ma [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,none,,train_none_001,train
Reggel [VERB] almát.,indefinite,bare_noun,almát,easy,none,,train_none_005,train
Mindkettőt a tanár [VERB].,definite,definite_quantifier,mindkettőt,tricky,noun,A tanár,train_noun_004,train
Mi [VERB] több almát.,indefinite,quantified_indefinite_np,több almát,medium,pronoun,Mi,train_pronoun_006,train
Tegnap [VERB] ezt az almát.,definite,demonstrative,ezt az almát,easy,none,,train_none_002,train
Most [VERB] azt az üzenetet.,definite,demonstrative,azt az üzenetet,easy,none,,train_none_007,train
Újságot ma a szomszéd [VERB].,indefinite,bare_noun,újságot,easy,noun,A szomszéd,train_noun_023,train
Azt az üzenetet a diák [VERB].,definite,demonstrative,azt az üzenetet,easy,noun,A diák,train_noun_010,train
Reggel [VERB] a filmet.,definite,definite_article,a filmet,easy,none,,train_none_005,train
Mindkettőt mi [VERB].,definite,definite_quantifier,mindkettőt,tricky,pronoun,Mi,train_pronoun_008,train
Ma [VERB] néhány könyvet.,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_001,train
A régi házat [VERB].,definite,modified_definite_np,a régi házat,easy,none,,train_none_008,train
Otthon [VERB] Pétert.,definite,proper_noun,Pétert,easy,none,,train_none_004,train
A régi házat a gyerek [VERB].,definite,modified_definite_np,a régi házat,easy,noun,A gyerek,train_noun_016,train
A tanár ma [VERB] azt.,definite,demonstrative_pronoun,azt,tricky,noun,A tanár,train_noun_001,train
A szülők az iskolában [VERB] mindet.,definite,definite_quantifier,mindet,tricky,noun,A szülők,train_noun_057,train
[VERB] előadást.,indefinite,bare_noun,előadást,easy,none,,train_none_000,train
Tegnap [VERB] a piros labdát.,definite,modified_definite_np,a piros labdát,easy,none,,train_none_002,train
Magát ma [VERB].,definite,third_person_pronoun,magát,tricky,none,,train_none_009,train
Ma [VERB] mindet.,definite,definite_quantifier,mindet,tricky,none,,train_none_001,train
Reggel [VERB] néhány könyvet.,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_005,train
A diák ma [VERB] egy autót.,indefinite,indefinite_article,egy autót,easy,noun,A diák,train_noun_007,train
Akármit gyakran [VERB].,indefinite,indefinite_pronoun,akármit,tricky,none,,train_none_011,train
Én [VERB] az egészet.,definite,definite_quantifier,az egészet,tricky,pronoun,Én,train_pronoun_000,train
Reggel [VERB] egyvalakit.,indefinite,indefinite_pronoun,egyvalakit,tricky,none,,train_none_005,train
Reggel [VERB] az utolsó kérdést.,definite,modified_definite_np,az utolsó kérdést,easy,none,,train_none_005,train
Soha nem [VERB] senkit.,indefinite,negative_pronoun,senkit,tricky,none,,train_none_002,train
Otthon [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,train_none_004,train
A legtöbbet ma [VERB].,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_009,train
A levelet ma [VERB].,definite,definite_article,a levelet,easy,none,,train_none_009,train
Most [VERB] Katalint.,definite,proper_noun,Katalint,easy,none,,train_none_007,train
Akárkit Anna [VERB].,indefinite,indefinite_pronoun,akárkit,tricky,noun,Anna,train_noun_028,train
Mindent tegnap [VERB].,indefinite,universal_pronoun,mindent,tricky,none,,train_none_010,train
Gábor az iskolában [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,noun,Gábor,train_noun_045,train
Most [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,none,,train_none_007,train
A szomszéd [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,noun,A szomszéd,train_noun_018,train
Tegnap [VERB] a régi házat.,definite,modified_definite_np,a régi házat,easy,none,,train_none_002,train
Reggel [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,none,,train_none_005,train
Tegnap [VERB] Gábort.,definite,proper_noun,Gábort,easy,none,,train_none_002,train
Gábor gyakran [VERB] mindet.,definite,definite_quantifier,mindet,tricky,noun,Gábor,train_noun_044,train
Te ma [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,pronoun,Te,train_pronoun_004,train
Sok filmet tegnap [VERB].,indefinite,quantified_indefinite_np,sok filmet,medium,none,,train_none_010,train
Most [VERB] egy levelet.,indefinite,indefinite_article,egy levelet,easy,none,,train_none_007,train
Ma [VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,train_none_001,train
Katalin [VERB] bárkit.,indefinite,indefinite_pronoun,bárkit,easy,noun,Katalin,train_noun_036,train
Ma [VERB] egy előadást.,indefinite,indefinite_article,egy előadást,easy,none,,train_none_001,train
A gyerek [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,noun,A gyerek,train_noun_012,train
Előadást ma [VERB].,indefinite,bare_noun,előadást,easy,none,,train_none_009,train
A szomszéd [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,noun,A szomszéd,train_noun_018,train
Ezt ma [VERB].,definite,demonstrative_pronoun,ezt,tricky,none,,train_none_009,train
A szomszéd gyakran [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,noun,A szomszéd,train_noun_020,train
A szomszéd [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,noun,A szomszéd,train_noun_018,train
Katalin [VERB] egy levelet.,indefinite,indefinite_article,egy levelet,easy,noun,Katalin,train_noun_036,train
Filmet ma a szülők [VERB].,indefinite,bare_noun,filmet,easy,noun,A szülők,train_noun_059,train
Valamennyit Gábor [VERB].,definite,definite_quantifier,valamennyit,tricky,noun,Gábor,train_noun_046,train
Valakit [VERB].,indefinite,indefinite_pronoun,valakit,easy,none,,train_none_008,train
Azt ma [VERB].,definite,demonstrative_pronoun,azt,tricky,none,,train_none_009,train
Otthon [VERB] Lászlót.,definite,proper_noun,Lászlót,easy,none,,train_none_004,train
Gyakran [VERB] a piros labdát.,definite,modified_definite_np,a piros labdát,easy,none,,train_none_003,train
[VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_000,train
Reggel [VERB] bármit.,indefinite,indefinite_pronoun,bármit,easy,none,,train_none_005,train
Este [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,none,,train_none_006,train
Otthon [VERB] egy autót.,indefinite,indefinite_article,egy autót,easy,none,,train_none_004,train
Gábor [VERB] a többit.,definite,definite_quantifier,a többit,tricky,noun,Gábor,train_noun_042,train
[VERB] azt a levelet.,definite,demonstrative,azt a levelet,easy,none,,train_none_000,train
Mindenfélét tegnap [VERB].,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_010,train
Tegnap [VERB] az előadást.,definite,definite_article,az előadást,easy,none,,train_none_002,train
Reggel [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,none,,train_none_005,train
Több almát én [VERB].,indefinite,quantified_indefinite_np,több almát,medium,pronoun,Én,train_pronoun_002,train
Néhány könyvet ma a diák [VERB].,indefinite,quantified_indefinite_np,néhány könyvet,medium,noun,A diák,train_noun_011,train
Reggel [VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,train_none_005,train
Mindkettőt a szomszéd [VERB].,definite,definite_quantifier,mindkettőt,tricky,noun,A szomszéd,train_noun_022,train
Az összeset gyakran [VERB].,definite,definite_quantifier,az összeset,tricky,none,,train_none_011,train
Én ma [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,pronoun,Én,train_pronoun_001,train
A gyerek ma [VERB] azt az üzenetet.,definite,demonstrative,azt az üzenetet,easy,noun,A gyerek,train_noun_013,train
Most [VERB] Esztert.,definite,proper_noun,Esztert,easy,none,,train_none_007,train
Könyvet Anna [VERB].,indefinite,bare_noun,könyvet,easy,noun,Anna,train_noun_028,train
Este [VERB] mindet.,definite,definite_quantifier,mindet,tricky,none,,train_none_006,train
Az új telefont ma Katalin [VERB].,definite,modified_definite_np,az új telefont,easy,noun,Katalin,train_noun_041,train
Ma [VERB] levelet.,indefinite,bare_noun,levelet,easy,none,,train_none_001,train
Otthon [VERB] újságot.,indefinite,bare_noun,újságot,easy,none,,train_none_004,train
Valamennyit Anna [VERB].,definite,definite_quantifier,valamennyit,tricky,noun,Anna,train_noun_028,train
Az összeset délután Péter [VERB].,definite,definite_quantifier,az összeset,tricky,noun,Péter,validation_noun_011,validation
Ezt délután a tanár [VERB].,definite,demonstrative_pronoun,ezt,tricky,noun,A tanár,validation_noun_001,validation
Péter délután [VERB] egy levelet.,indefinite,indefinite_article,egy levelet,easy,noun,Péter,validation_noun_010,validation
A többit délután a diákok [VERB].,definite,definite_quantifier,a többit,tricky,noun,A diákok,validation_noun_017,validation
Délután [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,none,,validation_none_000,validation
A legtöbbet délután [VERB].,definite,definite_quantifier,a legtöbbet,tricky,none,,validation_none_002,validation
Gábor délután [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,noun,Gábor,validation_noun_014,validation
Hétvégén [VERB] egy autót.,indefinite,indefinite_article,egy autót,easy,none,,validation_none_001,validation
A diákok délután [VERB] őt.,definite,third_person_pronoun,őt,easy,noun,A diákok,validation_noun_016,validation
Magát délután a diákok [VERB].,definite,third_person_pronoun,magát,tricky,noun,A diákok,validation_noun_017,validation
A teremben [VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,validation_none_003,validation
Délután [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,none,,validation_none_000,validation
Délután [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,none,,validation_none_000,validation
A gyerek délután [VERB] valakit.,indefinite,indefinite_pronoun,valakit,easy,noun,A gyerek,validation_noun_004,validation
A teremben [VERB] a levelet.,definite,definite_article,a levelet,easy,none,,validation_none_003,validation
Péter nem [VERB] semmifélét.,indefinite,negative_pronoun,semmifélét,tricky,noun,Péter,validation_noun_015,validation
A teremben [VERB] néhányat.,indefinite,indefinite_pronoun,néhányat,tricky,none,,validation_none_003,validation
Délután [VERB] a többit.,definite,definite_quantifier,a többit,tricky,none,,validation_none_000,validation
Azt délután [VERB].,definite,demonstrative_pronoun,azt,tricky,none,,validation_none_002,validation
Hétvégén [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,none,,validation_none_001,validation
Ma nem [VERB] egy embert sem.,indefinite,negative_pronoun,egy embert sem,tricky,none,,validation_none_001,validation
A diákok délután [VERB] a levelet.,definite,definite_article,a levelet,easy,noun,A diákok,validation_noun_016,validation
Hétvégén [VERB] magát.,definite,third_person_pronoun,magát,tricky,none,,validation_none_001,validation
Lászlót délután [VERB].,definite,proper_noun,Lászlót,easy,none,,validation_none_002,validation
Délután [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,none,,validation_none_000,validation
Bármit délután a diák [VERB].,indefinite,indefinite_pronoun,bármit,easy,noun,A diák,validation_noun_003,validation
Minden egyes dolgot délután [VERB].,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,validation_none_002,validation
A gyerek ma nem [VERB] egy dolgot sem.,indefinite,negative_pronoun,egy dolgot sem,tricky,noun,A gyerek,validation_noun_007,validation
Mindenfélét délután [VERB].,indefinite,universal_pronoun,mindenfélét,tricky,none,,validation_none_002,validation
A teremben [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,none,,validation_none_003,validation
Délután [VERB] azt.,definite,demonstrative_pronoun,azt,tricky,none,,validation_none_000,validation
Délután [VERB] ezt a könyvet.,definite,demonstrative,ezt a könyvet,easy,none,,validation_none_000,validation
Magukat délután [VERB].,definite,third_person_pronoun,magukat,tricky,none,,validation_none_002,validation
A teremben [VERB] az előadást.,definite,definite_article,az előadást,easy,none,,validation_none_003,validation
Hétvégén [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,none,,validation_none_001,validation
Délután [VERB] magát.,definite,third_person_pronoun,magát,tricky,none,,validation_none_000,validation
Délután [VERB] néhányat.,indefinite,indefinite_pronoun,néhányat,tricky,none,,validation_none_000,validation
Hétvégén [VERB] ezt a feladatot.,definite,demonstrative,ezt a feladatot,easy,none,,validation_none_001,validation
Soha nem [VERB] egy embert sem.,indefinite,negative_pronoun,egy embert sem,tricky,none,,validation_none_002,validation
Mi délután [VERB] az almát.,definite,definite_article,az almát,easy,pronoun,Mi,validation_pronoun_004,validation
Semmifélét ma nem [VERB].,indefinite,negative_pronoun,semmifélét,tricky,none,,validation_none_004,validation
A teremben [VERB] a régi házat.,definite,modified_definite_np,a régi házat,easy,none,,validation_none_003,validation
A gyerek nem [VERB] semmit.,indefinite,negative_pronoun,semmit,tricky,noun,A gyerek,validation_noun_006,validation
Hétvégén [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,none,,validation_none_001,validation
A teremben [VERB] emezt.,definite,demonstrative_pronoun,emezt,tricky,none,,validation_none_003,validation
Hétvégén [VERB] Annát.,definite,proper_noun,Annát,easy,none,,validation_none_001,validation
Hétvégén [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,none,,validation_none_001,validation
Mindenkit délután [VERB].,indefinite,universal_pronoun,mindenkit,tricky,none,,validation_none_002,validation
Én nem [VERB] senkit.,indefinite,negative_pronoun,senkit,tricky,pronoun,Én,validation_pronoun_000,validation
Hétvégén [VERB] az új telefont.,definite,modified_definite_np,az új telefont,easy,none,,validation_none_001,validation
Semmifélét a tanár nem [VERB].,indefinite,negative_pronoun,semmifélét,tricky,noun,A tanár,validation_noun_002,validation
Semmifélét én nem [VERB].,indefinite,negative_pronoun,semmifélét,tricky,pronoun,Én,validation_pronoun_002,validation
Soha nem [VERB] senkit.,indefinite,negative_pronoun,senkit,tricky,none,,validation_none_002,validation
Valamennyit délután Gábor [VERB].,definite,definite_quantifier,valamennyit,tricky,noun,Gábor,validation_noun_015,validation
A többit délután [VERB].,definite,definite_quantifier,a többit,tricky,none,,validation_none_002,validation
A levelet délután a diákok [VERB].,definite,definite_article,a levelet,easy,noun,A diákok,validation_noun_017,validation
Az összeset délután Katalin [VERB].,definite,definite_quantifier,az összeset,tricky,noun,Katalin,validation_noun_013,validation
Délután [VERB] pár kérdést.,indefinite,quantified_indefinite_np,pár kérdést,medium,none,,validation_none_000,validation
A teremben [VERB] az egészet.,definite,definite_quantifier,az egészet,tricky,none,,validation_none_003,validation
Előadást délután Anna [VERB].,indefinite,bare_noun,előadást,easy,noun,Anna,validation_noun_009,validation
Mi délután [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,pronoun,Mi,validation_pronoun_004,validation
A tanár délután [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,noun,A tanár,validation_noun_000,validation
A teremben [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,none,,validation_none_003,validation
Délután [VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,none,,validation_none_000,validation
Valakit délután [VERB].,indefinite,indefinite_pronoun,valakit,easy,none,,validation_none_002,validation
Mindenfélét délután a tanár [VERB].,indefinite,universal_pronoun,mindenfélét,tricky,noun,A tanár,validation_noun_001,validation
Hétvégén [VERB] pár kérdést.,indefinite,quantified_indefinite_np,pár kérdést,medium,none,,validation_none_001,validation
Az egészet délután [VERB].,definite,definite_quantifier,az egészet,tricky,none,,validation_none_002,validation
Hétvégén [VERB] a régi házat.,definite,modified_definite_np,a régi házat,easy,none,,validation_none_001,validation
A szülők délután [VERB] előadást.,indefinite,bare_noun,előadást,easy,noun,A szülők,validation_noun_018,validation
Hétvégén [VERB] Esztert.,definite,proper_noun,Esztert,easy,none,,validation_none_001,validation
Mindent délután [VERB].,indefinite,universal_pronoun,mindent,tricky,none,,validation_none_002,validation
A teremben [VERB] előadást.,indefinite,bare_noun,előadást,easy,none,,validation_none_003,validation
Mindet délután [VERB].,definite,definite_quantifier,mindet,tricky,none,,validation_none_002,validation
A gyerek délután [VERB] egyvalakit.,indefinite,indefinite_pronoun,egyvalakit,tricky,noun,A gyerek,validation_noun_004,validation
Almát délután a gyerek [VERB].,indefinite,bare_noun,almát,easy,noun,A gyerek,validation_noun_005,validation
Hétvégén [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,none,,validation_none_001,validation
Valamennyit délután a szülők [VERB].,definite,definite_quantifier,valamennyit,tricky,noun,A szülők,validation_noun_019,validation
Ők ma nem [VERB] senkit.,indefinite,negative_pronoun,senkit,tricky,pronoun,Ők,validation_pronoun_010,validation
A teremben [VERB] filmet.,indefinite,bare_noun,filmet,easy,none,,validation_none_003,validation
Hétvégén [VERB] a piros labdát.,definite,modified_definite_np,a piros labdát,easy,none,,validation_none_001,validation
A többit délután a szomszéd [VERB].,definite,definite_quantifier,a többit,tricky,noun,A szomszéd,validation_noun_007,validation
A teremben [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,none,,validation_none_003,validation
Magukat délután mi [VERB].,definite,third_person_pronoun,magukat,tricky,pronoun,Mi,validation_pronoun_005,validation
Katalin délután [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,noun,Katalin,validation_noun_012,validation
A teremben [VERB] mindenfélét.,indefinite,universal_pronoun,mindenfélét,tricky,none,,validation_none_003,validation
Anna délután [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,noun,Anna,validation_noun_008,validation
Egy levelet délután a szülők [VERB].,indefinite,indefinite_article,egy levelet,easy,noun,A szülők,validation_noun_019,validation
Néhányat délután [VERB].,indefinite,indefinite_pronoun,néhányat,tricky,none,,validation_none_002,validation
Te nem [VERB] egy dolgot sem.,indefinite,negative_pronoun,egy dolgot sem,tricky,pronoun,Te,validation_pronoun_003,validation
Egy könyvet délután [VERB].,indefinite,indefinite_article,egy könyvet,easy,none,,validation_none_002,validation
Senkit nem [VERB].,indefinite,negative_pronoun,senkit,tricky,none,,validation_none_003,validation
A tanár délután [VERB] ezt a könyvet.,definite,demonstrative,ezt a könyvet,easy,noun,A tanár,validation_noun_000,validation
Autót délután [VERB].,indefinite,bare_noun,autót,easy,none,,validation_none_002,validation
Hétvégén [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,validation_none_001,validation
Amazt délután te [VERB].,definite,demonstrative_pronoun,amazt,tricky,pronoun,Te,validation_pronoun_003,validation
Hétvégén [VERB] az újságot.,definite,definite_article,az újságot,easy,none,,validation_none_001,validation
Sok filmet délután [VERB].,indefinite,quantified_indefinite_np,sok filmet,medium,none,,validation_none_002,validation
Hétvégén [VERB] könyvet.,indefinite,bare_noun,könyvet,easy,none,,validation_none_001,validation
Amazt délután [VERB].,definite,demonstrative_pronoun,amazt,tricky,none,,validation_none_002,validation
Hétvégén [VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,validation_none_001,validation
Egy embert sem ma nem [VERB].,indefinite,negative_pronoun,egy embert sem,tricky,none,,validation_none_004,validation
A szomszéd délután [VERB] a könyvet.,definite,definite_article,a könyvet,easy,noun,A szomszéd,validation_noun_006,validation
Nem [VERB] senkit.,indefinite,negative_pronoun,senkit,tricky,none,,validation_none_000,validation
A gyerek délután [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,noun,A gyerek,validation_noun_004,validation
Emezt délután [VERB].,definite,demonstrative_pronoun,emezt,tricky,none,,validation_none_002,validation
A teremben [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,validation_none_003,validation
Soha nem [VERB] egy dolgot sem.,indefinite,negative_pronoun,egy dolgot sem,tricky,none,,validation_none_002,validation
Mi délután [VERB] azt a levelet.,definite,demonstrative,azt a levelet,easy,pronoun,Mi,validation_pronoun_004,validation
Senkit ma nem [VERB].,indefinite,negative_pronoun,senkit,tricky,none,,validation_none_004,validation
Semmit nem [VERB].,indefinite,negative_pronoun,semmit,tricky,none,,validation_none_003,validation
Kevés hibát délután ők [VERB].,indefinite,quantified_indefinite_np,kevés hibát,medium,pronoun,Ők,validation_pronoun_007,validation
A teremben [VERB] azt.,definite,demonstrative_pronoun,azt,tricky,none,,validation_none_003,validation
Hétvégén [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,none,,validation_none_001,validation
A szomszéd délután [VERB] egyvalakit.,indefinite,indefinite_pronoun,egyvalakit,tricky,noun,A szomszéd,validation_noun_006,validation
Magát délután a tanár [VERB].,definite,third_person_pronoun,magát,tricky,noun,A tanár,validation_noun_001,validation
Hétvégén [VERB] az utolsó kérdést.,definite,modified_definite_np,az utolsó kérdést,easy,none,,validation_none_001,validation
Hétvégén [VERB] több almát.,indefinite,quantified_indefinite_np,több almát,medium,none,,validation_none_001,validation
Egy dolgot sem a diák nem [VERB].,indefinite,negative_pronoun,egy dolgot sem,tricky,noun,A diák,validation_noun_005,validation
A teremben [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,none,,validation_none_003,validation
Minden nap [VERB] az új telefont.,definite,modified_definite_np,az új telefont,easy,none,,test_none_000,test
Levelet az iskolában a diák [VERB].,indefinite,bare_noun,levelet,easy,noun,A diák,test_noun_003,test
Minden nap [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,test_none_000,test
Minden egyes dolgot az iskolában te [VERB].,indefinite,universal_pronoun,minden egyes dolgot,tricky,pronoun,Te,test_pronoun_003,test
A diák tegnap este [VERB] mindet.,definite,definite_quantifier,mindet,tricky,noun,A diák,test_noun_002,test
Néhányat az iskolában [VERB].,indefinite,indefinite_pronoun,néhányat,tricky,none,,test_none_002,test
Minden nap [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,none,,test_none_000,test
Egyvalakit az iskolában [VERB].,indefinite,indefinite_pronoun,egyvalakit,tricky,none,,test_none_002,test
Őket az iskolában [VERB].,definite,third_person_pronoun,őket,easy,none,,test_none_002,test
Senkit nem [VERB].,indefinite,negative_pronoun,senkit,tricky,none,,test_none_003,test
Magát az iskolában a tanár [VERB].,definite,third_person_pronoun,magát,tricky,noun,A tanár,test_noun_001,test
Ma nem [VERB] senkit.,indefinite,negative_pronoun,senkit,tricky,none,,test_none_001,test
A diákok tegnap este [VERB] vacsorát.,indefinite,bare_noun,vacsorát,easy,noun,A diákok,test_noun_016,test
Péter tegnap este [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,noun,Péter,test_noun_010,test
Tegnap este [VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,none,,test_none_001,test
Minden egyes dolgot az iskolában [VERB].,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,test_none_002,test
Mindenfélét az iskolában a tanár [VERB].,indefinite,universal_pronoun,mindenfélét,tricky,noun,A tanár,test_noun_001,test
"Azt hiszem, [VERB] mindenkit.",indefinite,universal_pronoun,mindenkit,tricky,none,,test_none_003,test
Nem [VERB] semmit.,indefinite,negative_pronoun,semmit,tricky,none,,test_none_000,test
A levelet az iskolában [VERB].,definite,definite_article,a levelet,easy,none,,test_none_002,test
Mindet az iskolában te [VERB].,definite,definite_quantifier,mindet,tricky,pronoun,Te,test_pronoun_003,test
Sok filmet az iskolában a diákok [VERB].,indefinite,quantified_indefinite_np,sok filmet,medium,noun,A diákok,test_noun_017,test
Tegnap este [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,none,,test_none_001,test
Minden nap [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,none,,test_none_000,test
Soha nem [VERB] semmifélét.,indefinite,negative_pronoun,semmifélét,tricky,none,,test_none_002,test
"Azt hiszem, [VERB] amazt.",definite,demonstrative_pronoun,amazt,tricky,none,,test_none_003,test
Minden nap [VERB] mindet.,definite,definite_quantifier,mindet,tricky,none,,test_none_000,test
Egy autót az iskolában [VERB].,indefinite,indefinite_article,egy autót,easy,none,,test_none_002,test
Mindent az iskolában [VERB].,indefinite,universal_pronoun,mindent,tricky,none,,test_none_002,test
Pár kérdést az iskolában én [VERB].,indefinite,quantified_indefinite_np,pár kérdést,medium,pronoun,Én,test_pronoun_001,test
